Training file read
Movie User Rating Prediction
8 573364  1.0 3.088410711927952
6917 1848868  3.0 3.294572473962711
6917 1661216  4.0 3.2538058770964264
6917 939439  4.0 3.5055465883706853
6917 2418086  3.0 3.427428988076549
6917 318100  3.0 3.5685983142622724
6917 2276790  3.0 3.035460233904001
6917 339113  5.0 3.8370180754526815
6917 2254502  4.0 3.160688875122741
6917 671960  5.0 3.654115061555897
6917 292654  1.0 2.8546663371024885
6917 1282507  3.0 3.2330181148270984
6917 968784  1.0 2.4700506604308976
6917 714349  3.0 3.14949192848211
6917 1852040  1.0 1.926687800035308
6919 276182  3.0 2.9469424345182915
6919 1110156  3.0 2.306023188012986
6919 1469669  2.0 2.692779557034895
6919 2235548  2.0 1.993523359819832
6919 2243707  4.0 3.343003189215585
6919 1202962  5.0 2.4780776207155726
6919 582504  3.0 2.5266362757448166
6919 385136  5.0 3.2201234993592305
6919 1001928  4.0 3.1164934552880394
6932 525356  3.0 2.289724804767778
6932 164845  1.0 2.0491635559074055
6932 1412898  2.0 2.100059307514095
6932 1534723  4.0 4.36561929088851
6932 1777527  2.0 2.3979413286124784
6932 387418  1.0 1.4464472517017515
6932 560599  3.0 4.125172574924444
6939 1134085  5.0 3.9956086872558503
6939 230112  3.0 2.6391757941511713
6939 869553  4.0 3.9126018276038597
6939 1334853  4.0 3.8041994134034103
6946 232549  2.0 3.3477236272073565
6946 2083367  4.0 3.3382979299290017
6946 1219858  5.0 3.3375253617286047
6946 108360  4.0 3.0418452672535965
6946 2418086  4.0 3.337451466338062
6946 1310177  3.0 3.218522243605447
6946 2251835  4.0 3.6845178872430266
6946 2363627  4.0 4.005522397334733
6965 530789  4.0 3.6854941977258187
6965 1110156  3.0 2.5414695020942415
6965 2299517  5.0 3.5854480443482246
6965 157667  1.0 2.8249218160243386
6965 502758  3.0 3.1927243243334282
6965 342510  3.0 3.1776718492217784
6965 431326  2.0 2.7085154268242397
6965 486529  4.0 2.9418054575710753
6965 555528  2.0 2.924065459013446
6965 1071403  2.0 3.088163673060627
6965 821315  5.0 4.688776222740275
6965 1867238  3.0 2.3442957650806466
6965 2633767  3.0 3.3151936875855172
6965 1440251  4.0 1.98014690167481
6965 2049734  2.0 3.0364627370250066
6965 452299  3.0 3.1603351219869786
6971 697038  4.0 4.620679315846861
6971 2628220  3.0 4.229430284433819
6971 779760  4.0 4.022954943287249
6971 1765381  5.0 3.797584503196598
6971 68845  3.0 3.646778825668379
6971 2336005  4.0 2.8068476747040108
6971 1673689  3.0 3.8287995822070817
6971 723011  4.0 4.307938396700658
6971 860599  4.0 4.340218881956079
6971 1593530  4.0 4.540314615148317
6971 1906868  4.0 3.92851010302453
6971 418316  4.0 3.1649399057351637
6971 180200  5.0 4.501588277418642
6971 2503887  5.0 4.649959850624399
6971 499956  5.0 3.260258727343881
6971 1981733  3.0 3.6829958410649133
6971 2330735  2.0 3.34210328674066
6971 1951605  5.0 4.015950935271402
6971 2256674  3.0 3.8299303005737135
6971 2242958  1.0 3.033099301323364
6971 706282  3.0 3.9615367925756435
6971 1828311  5.0 4.125241983765288
6971 465436  4.0 3.7992874137899726
6971 1877623  5.0 4.781400789586193
6971 2217731  3.0 4.081326171577232
6971 1659847  4.0 3.060367902371235
6971 1366739  5.0 3.9923900767240097
6971 491329  5.0 4.089531963679795
6971 1615997  5.0 4.069086300664231
6971 1517471  3.0 3.318260144611016
6971 2278767  4.0 4.3415483618298545
6971 1348148  4.0 3.3650215101906404
6971 1592610  5.0 4.391494577345317
6971 2087711  5.0 4.288535402144829
6971 1488926  3.0 3.139478378500221
6971 616126  4.0 3.942635470356667
6971 192934  3.0 3.6708770851468726
6971 1153585  5.0 3.513380910994229
6971 2155399  4.0 3.408381354714566
6971 763779  4.0 4.103033788953979
6971 2155716  3.0 3.7326118588463535
6971 559344  4.0 3.1781869088699968
6971 204011  3.0 4.333941330027448
6971 2594837  3.0 3.7965441015226973
6971 2575943  3.0 3.7363784136840237
6971 1645535  5.0 4.387864425636318
6971 437680  5.0 3.5230954561909136
6971 2211487  4.0 4.119482224740878
6971 2554745  3.0 3.600315755478289
6971 1068656  4.0 4.134564464336621
6971 300146  4.0 3.480758947036819
6971 415580  3.0 4.1218873322330225
6971 417997  4.0 3.614320054523695
6971 564748  5.0 4.373834698532626
6971 310049  3.0 3.2674926489512846
6971 2106758  5.0 4.320273712589151
6971 1187949  2.0 3.2081182251482288
6971 324403  4.0 4.55903468099495
6971 2054068  5.0 4.513418894158277
6971 870375  5.0 4.391914540369427
6971 1033629  4.0 4.139918312533073
6971 2388205  5.0 3.7441497469296836
6971 260347  5.0 4.614922655018686
6971 1888501  2.0 3.312280115329459
6971 1203779  5.0 4.529208100344637
6971 2648176  5.0 4.23185093517801
6971 1313694  5.0 3.9552602789204956
6971 199635  3.0 3.5901427328051083
6971 841091  4.0 3.6952737855253344
6971 66109  2.0 3.498628202627852
6971 1915354  4.0 3.6956728661906886
6971 1772651  4.0 3.9076687746052414
6971 1320926  5.0 3.932906649135197
6971 1388216  5.0 4.001918707581032
6971 1414863  4.0 4.082128898911518
6971 2246857  5.0 4.481011003932521
6971 1191122  3.0 4.256636520607776
6971 366279  5.0 4.51928570005287
6971 2434675  3.0 3.4559053952781027
6971 51870  4.0 3.7894439513180327
6971 1741099  5.0 5.003403422943952
6971 1401343  5.0 3.7254024259909797
6971 1952473  3.0 3.977137118273856
6971 1884497  4.0 4.27978355502509
6971 1724717  5.0 3.4825954073694843
6971 1931026  4.0 3.615404622102167
6971 2421481  4.0 4.058963508584284
6971 1066926  3.0 3.854372366850807
6971 313962  4.0 3.8716899090911796
6971 1837284  5.0 3.8218923784988634
6971 966322  4.0 3.411775241823529
6971 663191  4.0 3.922099544171876
6971 306179  5.0 3.7751961951446757
6971 2638916  5.0 4.130049324604757
6971 1226270  3.0 3.8571052424710275
6971 1270901  4.0 3.790984174760257
6971 2133016  5.0 4.309880246808115
6971 53797  4.0 4.579289138094998
6971 621274  5.0 4.178624825439061
6971 274365  5.0 3.937499704910518
6971 113767  4.0 4.161905912766318
6971 1847231  3.0 3.613275506420864
6971 190136  4.0 3.901664920775346
6971 1292118  5.0 4.361416220700212
6971 1706364  4.0 3.6880610778084533
6971 1649964  4.0 3.774998432120875
6971 2289273  2.0 3.616726646616832
6971 1441263  3.0 3.29762742806178
6971 2353991  4.0 3.5083295794560168
6971 2464495  4.0 4.039549968198551
6971 2192288  4.0 4.75822834613988
6971 1103969  4.0 3.340686740048418
6971 555651  4.0 4.4123708705684646
6971 1658953  4.0 3.6111924471716073
6971 333426  4.0 3.8371211909485043
6971 663654  4.0 4.112002519230062
6971 1663569  5.0 5.0
6971 1231889  4.0 3.5539272775715096
6971 1242806  5.0 3.33845738134723
6971 1168153  2.0 4.01947856039961
6971 892472  5.0 4.099016136949275
6971 631404  3.0 4.102073410632552
6971 1916047  4.0 3.6835495051220635
6971 1352219  4.0 4.30201120576396
6971 322878  4.0 4.01913011159486
6971 629383  4.0 3.6382573762148933
6971 1347991  4.0 3.6685967143574754
6971 846618  4.0 4.021374184682173
6971 1185600  4.0 3.99117605208455
6971 1169855  4.0 3.5565383277760567
6971 2225392  3.0 3.9353078044688634
6971 2111120  5.0 4.473836914786004
6971 169311  4.0 3.7476947981213615
6971 35036  4.0 3.830168915942739
6971 2216585  4.0 4.011098615532094
6971 1360042  4.0 3.998959148178001
6971 1819801  2.0 3.8179283532031034
6971 608694  5.0 4.2420428809888975
6971 1761229  3.0 3.863702304192106
6971 1572816  3.0 3.44531862686556
6971 2302374  4.0 4.2781285194542935
6971 1311189  5.0 4.229677040943573
6971 1597337  5.0 4.065622068135103
6971 501862  4.0 3.736356540940011
6971 2061336  2.0 3.648249785624684
6971 1987234  4.0 3.9544507562339035
6971 610997  5.0 4.125839628096219
6971 1713284  4.0 3.9033669276778773
6971 457477  5.0 3.3644891345572048
6971 755774  3.0 3.305296546979554
6971 2563771  5.0 3.567851486128946
6971 343712  5.0 4.181046362500463
6971 2593960  3.0 3.8390278957946355
6971 198743  4.0 3.992652007803655
6971 2167828  4.0 3.6398957422494624
6971 1102784  5.0 3.852263522213295
6971 79799  5.0 3.6975347044217006
6971 862850  5.0 3.9549661274730536
6971 307320  4.0 3.734344691777442
6971 1141511  5.0 4.732238313797689
6971 596550  5.0 3.939203983025469
6971 1298147  3.0 3.9932327257562323
6971 1467756  5.0 4.151024997059831
6971 399735  3.0 4.0581632915819705
6971 2437254  3.0 4.0231928097655825
6971 1470890  4.0 3.074612736670767
6971 1090777  4.0 3.6791300798446427
6971 1385044  4.0 3.88031940714163
6971 475437  5.0 4.2995416979478405
6971 1551945  1.0 3.975330322167155
6971 662707  3.0 3.81205123794865
6971 1517010  5.0 4.430793227210227
6971 2597191  4.0 3.727152312312666
6971 43177  3.0 3.1300491978254508
6971 1542885  5.0 4.182477419238827
6971 1295473  5.0 4.356799230833118
6971 1930649  5.0 4.676057550024725
6971 1954597  4.0 4.040154520995233
6971 1770466  5.0 4.5983751033238365
6971 1187749  4.0 3.6826018493912978
6971 1185882  5.0 4.36129732882763
6971 1126751  4.0 4.089589161280347
6971 1724821  4.0 4.5217763262752575
6971 1117919  4.0 3.13947041528719
6971 1947413  4.0 3.8653319646973507
6971 1908434  3.0 4.042166096635494
6971 764785  4.0 3.7378364748482227
6971 382186  3.0 3.648473671356443
6971 559741  4.0 4.2618261464977385
6971 400169  5.0 3.4847726876637575
6971 1469249  5.0 4.2549892766901
6971 414293  4.0 3.9483434102294384
6971 2551112  5.0 4.1668202062035595
6971 548695  5.0 3.7988199556893454
6971 1553659  5.0 4.457473122378642
6971 570159  5.0 4.743067881045853
6971 697045  3.0 3.892687514837925
6971 18108  5.0 3.4247037769161732
6971 466916  5.0 4.032076802416711
6971 657641  3.0 3.6485352005780824
6971 2271389  3.0 4.557596374521689
6971 117567  5.0 4.132694286263831
6971 1845705  5.0 4.480645327623624
6971 1052040  4.0 3.6328593277609866
6971 981177  5.0 4.126326282432881
6971 2571972  4.0 4.13195854063512
6971 1437440  4.0 3.818063246806605
6971 2036298  4.0 3.3389334081389417
6971 163205  4.0 4.115826919027767
6971 228614  4.0 3.7505794239016637
6971 424542  4.0 4.675066752711493
6971 122837  5.0 4.886980636641418
6971 431487  3.0 3.7145135539742267
6971 2110575  5.0 4.420214142684108
6971 1941375  4.0 4.453332060104795
6971 2637832  4.0 3.6879439841157904
6971 962019  3.0 2.511643382417533
6971 384352  3.0 3.2404484672556304
6971 2221499  5.0 4.346513100692195
6971 874505  5.0 4.811875438949507
6971 1558299  5.0 4.334730024522762
6971 1571299  4.0 4.051370188284668
6971 1581834  5.0 3.48863777585527
6971 2052702  5.0 2.953014235538786
6971 988972  5.0 4.131460868010536
6971 831134  5.0 4.072160028633997
6971 1971128  3.0 3.412417865296235
6971 818884  5.0 4.875932476142091
6971 1137764  4.0 4.1152677399119115
6971 2098963  4.0 4.007749213170112
6971 410446  4.0 3.3335947446019256
6971 1807143  5.0 4.003492124424816
6971 1243711  4.0 3.465575482667849
6971 1277678  2.0 3.442951525542781
6971 1807245  4.0 3.4891210407264297
6971 253785  4.0 4.06657964337821
6971 1767933  4.0 3.981488797683507
6971 1078285  3.0 3.854674000531506
6971 1165353  4.0 3.8547899270284427
6971 746420  4.0 3.39080817185876
6971 1823836  5.0 4.693333223401175
6971 272875  4.0 4.364534274334103
6971 1859288  5.0 4.3101017994793365
6971 221936  5.0 3.8787282965685024
6971 927286  5.0 3.3434337880451697
6971 2336079  4.0 3.262191848001212
6971 1268760  5.0 4.733021003682161
6971 394895  4.0 4.212443656106332
6971 2118269  5.0 4.173478262049556
6971 2629105  4.0 4.0959446929116226
6971 1931453  5.0 4.4979177994590405
6971 428620  1.0 3.6513448331108393
6971 101564  5.0 4.2114061310774344
6971 2369316  3.0 3.873941322672647
6971 579549  5.0 3.969628361915875
6971 2487480  4.0 3.928109768049398
6971 2291589  4.0 3.879739467945298
6971 2357353  5.0 4.685352663261284
6971 153510  5.0 4.170838659228417
6971 2589029  4.0 3.6251505665540904
6971 2551589  3.0 3.543277231395527
6971 2454469  4.0 4.135769140346973
6971 1700871  3.0 3.5159950536122877
6971 431098  5.0 4.155988498551746
6971 753485  4.0 3.982706509938373
6971 2048072  4.0 4.231317923812152
6971 1070197  5.0 3.8091738800884833
6971 370271  4.0 3.67697873400573
6971 2459030  4.0 3.5199375118601135
6971 1658716  4.0 4.004608031144795
6971 1571565  3.0 4.120881698496474
6971 699133  5.0 3.772666192944036
6971 1559840  4.0 4.3252033621050625
6971 1674112  3.0 3.9193240186152374
6971 1418739  4.0 3.067267598316759
6971 950589  4.0 4.327033668508768
6971 715808  4.0 3.956437323510711
6971 602861  5.0 3.8160290548011044
6971 2053378  4.0 3.9841600758530795
6971 1932113  4.0 3.9808381324481035
6971 1144950  1.0 4.5101127921218644
6971 623126  4.0 3.731225104543309
6971 1961777  3.0 4.049446854212584
6971 1641091  4.0 3.8025347700684
6971 187515  3.0 3.492961730192711
6971 2009933  4.0 3.3513335769364727
6971 2574175  5.0 4.934534961339716
6971 2330167  3.0 3.955602187820302
6971 1111844  4.0 3.137778180761075
6971 1004652  5.0 3.9496517956867505
6971 2368627  5.0 4.48084531109064
6971 2130687  3.0 3.8584395967887555
6971 47075  5.0 4.269425898254718
6971 439457  4.0 4.108351246063547
6971 1371764  4.0 3.5223516541987627
6971 300026  4.0 3.6173070539012904
6971 1330032  4.0 4.088744636269769
6971 273598  5.0 4.4785238952035336
6971 1460828  3.0 3.7886816620933357
6971 1086168  3.0 3.69894825992104
6971 610760  4.0 3.78332308245477
6971 1274406  4.0 3.7332554610794997
6971 1214640  3.0 3.7426185133302203
6971 2308382  3.0 3.5718851317487004
6971 667280  5.0 4.717164235779829
6971 398478  2.0 2.285880657064429
6971 1954166  5.0 3.951663485456704
6971 2429626  4.0 3.647789845423804
6971 2253129  3.0 2.991434271899354
6971 1681382  5.0 4.578813882528664
6971 1054416  3.0 3.7866830365341198
6971 470596  3.0 3.180204646128725
6971 1555813  3.0 4.141025536499448
6971 663646  5.0 4.528485784900199
6971 72607  5.0 3.6428225572001347
6971 2276382  4.0 4.252505391864829
6971 2113596  3.0 4.24290386603421
6971 2183302  4.0 2.752378262226295
6971 2417531  5.0 3.895056831712383
6971 2622948  5.0 4.148306403087995
6971 419691  4.0 4.133809918630549
6971 1206822  5.0 3.8821519958167223
6971 2159363  5.0 4.000649792880975
6971 1848916  5.0 4.21200334925841
6971 1248145  4.0 4.352967469634282
6971 1229196  4.0 4.308540511179268
6971 228167  3.0 2.801510008282728
6971 1711505  4.0 4.326957019670716
6971 771641  4.0 3.682998847952349
6971 1172271  4.0 4.363932116337047
6971 2477588  5.0 4.331280781282766
6971 970628  5.0 3.8163664061535796
6971 170487  5.0 3.446369825983207
6971 740199  4.0 3.696578078555867
6971 1867839  3.0 3.438727754110864
6971 2148252  4.0 4.174314235183313
6971 790459  5.0 3.9757399326287453
6971 2123401  4.0 4.272522685758074
6971 569301  5.0 3.6889169196467257
6971 1587431  4.0 3.8750942587787973
6971 2388935  5.0 4.360477934697463
6971 2041537  5.0 4.551787946546031
6971 2044635  4.0 3.5119012597181642
6971 327783  5.0 4.023881647324215
6971 384693  4.0 3.3780074182954634
6971 566847  5.0 4.0074070139608855
6971 383858  4.0 4.1594035657176605
6971 1215114  4.0 3.2486643489038207
6971 863757  4.0 3.7774249939420352
6971 1029625  3.0 3.9865360068292097
6971 2273885  5.0 4.153479346432949
6971 1811832  5.0 3.9641497329682203
6971 201341  5.0 3.852549579831755
6971 1115029  4.0 4.839208084227958
6971 2212610  3.0 3.6438709112720353
6971 2237597  4.0 3.699149185588787
6971 1505182  5.0 4.199464395207111
6971 366160  4.0 4.166726097726627
6971 1736217  3.0 3.578725942017421
6971 133690  5.0 3.833509070599593
6971 155586  4.0 3.9894254251134633
6971 1922797  4.0 4.673532609442971
6971 491739  5.0 4.013004746395342
6971 1750020  4.0 4.138182189552765
6971 1349191  4.0 4.479187330058932
6971 2376892  3.0 4.0377949775331246
6971 1451270  5.0 3.9685739544239516
6971 1569224  5.0 4.148209617894101
6971 2563582  5.0 3.971303676875017
6971 1637213  5.0 4.344882242847611
6971 2475217  5.0 4.9190521039769415
6971 2223604  3.0 3.860626480723795
6971 2087190  5.0 3.561149474794014
6971 1007328  5.0 3.938955915777477
6971 505171  5.0 4.227939711561222
6971 341266  4.0 4.576471869804015
6971 1071131  4.0 3.9646396623913356
6971 1117152  5.0 4.748395716550259
6971 1241482  4.0 4.2312187869150515
6971 2280280  4.0 3.6665512950664914
6971 2514204  4.0 3.983749944551142
6971 1895929  5.0 3.7204995512639583
6971 527898  4.0 3.6877684140340405
6971 429034  5.0 4.220032323426139
6971 2375713  4.0 3.691547354315966
6971 615750  4.0 3.729887789297983
6971 207586  4.0 3.8276143103399076
6971 2229322  5.0 4.093475554356699
6971 1094767  3.0 4.478336690134157
6971 1090319  5.0 3.7539019751476945
6971 505558  3.0 3.8852814075143556
6971 559893  5.0 3.804828771257122
6971 889724  3.0 4.2448778650633106
6971 1675183  4.0 2.9281719735726774
6971 1343107  5.0 4.209070586551958
6971 119624  3.0 3.8446688970262084
6971 332627  3.0 3.586892413003808
6971 641364  4.0 3.229573413769025
6971 2074501  5.0 4.122888537991769
6971 1029449  5.0 4.809642714187987
6971 2006011  5.0 4.56172471654308
6971 750677  4.0 3.8562601105868484
6971 1693868  3.0 3.6100568212176873
6971 2573183  5.0 4.2987210763291355
6971 2182983  5.0 4.131777127081981
6971 1516199  4.0 4.559999473084068
6971 2447868  5.0 4.068462174776953
6971 2494857  2.0 3.5956892750475893
6971 1343112  3.0 3.6751920890867735
6971 227295  5.0 4.407331175250131
6971 758634  5.0 4.457290954013859
6971 1861167  5.0 4.299633580978215
6971 1123852  4.0 3.8301342247048833
6971 2440601  3.0 3.6671135333268383
6971 1427590  3.0 3.825472084090231
6971 409927  5.0 4.102021503716124
6971 1553270  5.0 4.367751038113877
6971 2195326  3.0 3.5904915429314737
6971 1233457  4.0 4.27778215797369
6971 2099429  5.0 3.9387827185468187
6971 1466453  5.0 4.155375770532739
6971 2095101  4.0 3.978994821191625
6971 1106280  5.0 4.465959644263368
6971 1500464  5.0 4.6268220851751645
6971 267378  5.0 4.053162706327173
6971 1574148  4.0 3.366151934167836
6971 1542255  5.0 4.0891337924522215
6971 482107  5.0 4.542140211843914
6971 2331985  5.0 4.73031892706975
6971 2312645  3.0 3.3496728497486044
6971 1842902  3.0 4.061092496726241
6971 476043  4.0 3.7537259211324603
6971 1521960  4.0 3.660249336256701
6971 381268  4.0 4.0646144565325555
6971 332269  4.0 3.9006970311376583
6971 84270  4.0 4.176958688610239
6971 1287593  5.0 3.7361025572309234
6971 1421402  5.0 4.1824572570331
6971 2270315  3.0 3.1661227550296047
6971 1510130  4.0 3.8439185182969955
6971 647860  5.0 4.082164604033874
6971 1434295  2.0 3.0313278677653233
6971 671869  2.0 4.363877584180035
6971 222458  5.0 4.069351519184816
6971 2186820  4.0 3.7091823213467006
6971 2212602  2.0 4.197411409978851
6971 438340  4.0 3.8627391058721474
6971 2223706  5.0 4.606649278757392
6971 2446506  4.0 3.9694285934700475
6971 1406473  5.0 3.982580454269973
6971 1915501  4.0 4.456455431525806
6971 472332  5.0 4.549871051903056
6971 2411618  4.0 3.349796947681875
6971 1113190  5.0 4.0376385020696315
6971 234230  4.0 4.534191299051582
6971 1378838  4.0 3.538727456306824
6971 815418  3.0 3.1819793250572386
6971 1660482  5.0 3.8046745732947667
6971 1365272  5.0 4.277057170983911
6971 474566  5.0 4.222330311195373
6971 1437326  5.0 4.304480181970894
6971 295393  5.0 3.938976799932881
6971 1777614  3.0 2.9376603834030344
6971 1326154  5.0 3.902113099711134
6971 2138653  4.0 3.5058897366002943
6971 1180237  5.0 4.484719140398758
6971 1609476  5.0 3.791382812667646
6971 2510759  2.0 4.24662782141312
6971 636256  3.0 3.9352314845028333
6971 152903  5.0 4.198241579314369
6971 588956  5.0 5.00455623086444
6971 1108004  3.0 4.394297672733414
6971 1213378  4.0 3.6891092241881385
6971 282427  5.0 3.752433691184356
6971 1490544  5.0 4.164502291222685
6971 1925701  4.0 4.820436822951102
6971 1224367  5.0 4.367056697607634
6971 1084964  5.0 4.380644572668018
6971 375606  4.0 3.7842468525525184
6971 943436  4.0 3.2404878970661652
6971 2503230  4.0 3.466675102296487
6971 1849084  2.0 3.6835464717637803
6971 1355066  4.0 3.02836643475781
6971 2236105  3.0 3.8032203401007556
6971 1633756  5.0 3.920479569036528
6971 73510  5.0 4.038753401563888
6971 2143960  2.0 3.32453831179275
6971 1206512  5.0 3.864722661285022
6971 168892  4.0 3.1167793110643385
6971 25629  4.0 4.437992108101403
6971 1230729  4.0 3.4938298312152205
6971 968133  2.0 4.106242008078556
6971 2152692  5.0 4.021901079215419
6971 628380  4.0 3.8703012592017525
6971 341541  4.0 4.002639819120506
6971 450055  1.0 3.592628695113984
6971 184162  4.0 3.96559209696647
6971 1344536  5.0 4.080559767611442
6971 327860  5.0 4.762163613849617
6971 2253013  5.0 4.013967256099622
6971 676135  2.0 4.095259443334415
6971 1419882  5.0 4.107479625013607
6971 2008700  3.0 4.469016493849368
6971 742372  5.0 3.047204328503036
6971 1531023  5.0 4.282218699406247
6971 237736  4.0 4.193375442067804
6971 1963736  2.0 3.1044136629283683
6971 2401136  4.0 4.079191354306843
6971 1648640  3.0 3.5312434854179573
6971 1390581  4.0 4.085020284945115
6971 830181  4.0 4.067937761009973
6971 334643  4.0 3.2515099008305004
6971 1283346  3.0 3.576456543537925
6971 515459  5.0 4.413080074149557
6971 1511076  5.0 4.768662364802415
6971 1774590  5.0 4.145355801881932
6971 158951  3.0 3.6150380610338284
6971 2357300  4.0 4.06179202641297
6971 2007593  4.0 4.006618675473184
6971 1279821  4.0 4.093966810245582
6971 151153  5.0 4.139809470113239
6971 2232041  3.0 4.0445069028910385
6971 486644  4.0 3.626609016478895
6971 297461  4.0 4.04999405407672
6971 1477723  5.0 3.8958364470380733
6971 2505740  5.0 4.013349200839715
6971 158785  3.0 3.9038905526523533
6971 571332  4.0 4.388784285406267
6971 2412180  4.0 4.355572224760628
6971 680507  5.0 3.4014113003420303
6971 2204091  4.0 3.9674234133321007
6971 1769048  4.0 3.567625854821145
6971 1435252  5.0 4.224935547783088
6971 672801  4.0 3.45933648318581
6971 2345117  2.0 3.0776860293463044
6971 129250  5.0 3.383969075504349
6971 2445424  5.0 4.3375359195936625
6971 223562  3.0 4.3060860366674705
6971 1161024  5.0 4.706077607897577
6971 1601333  3.0 3.775435884020707
6971 2380329  3.0 3.778431080222786
6971 2566950  2.0 3.5808184098930536
6971 2356552  4.0 3.7813891263302195
6971 2243707  5.0 4.33908392589516
6971 1593551  4.0 3.4371803304261768
6971 727272  2.0 3.490072032046595
6971 1523658  2.0 3.253709699112887
6971 2251848  5.0 4.3563376880868825
6971 638279  4.0 4.050107755991551
6971 502914  5.0 4.164578016934895
6971 1899339  5.0 4.36585444981711
6971 2573464  5.0 4.519645808297237
6971 2594732  4.0 4.401917649713189
6971 139358  2.0 3.9147069857728702
6971 333573  4.0 4.181789775486671
6971 232877  5.0 3.9528608377949146
6971 1024368  4.0 4.122088982554744
6971 195107  5.0 4.420767357071109
6971 445152  4.0 3.8906182606753545
6971 2242527  5.0 4.02638499932222
6971 2483744  5.0 4.573897573821746
6971 2183198  5.0 5.291704802744605
6971 3458  3.0 3.664882948853094
6971 1452396  5.0 4.503027412024917
6971 116563  2.0 3.3143152659724646
6971 1814991  4.0 3.7354305804792065
6971 160114  5.0 4.07367440984209
6971 572037  5.0 3.778543918894659
6971 1122711  3.0 3.5460992049894147
6971 2486844  4.0 4.087467788977154
6971 132511  3.0 3.9174323361224044
6971 1218233  5.0 4.252430140095477
6971 2506564  5.0 3.747464915420352
6971 2443690  4.0 4.142057431512923
6971 390912  5.0 5.022926120598501
6971 2388128  5.0 4.46451681286018
6971 1743613  5.0 3.9104949718040656
6971 1485959  5.0 4.1769522171812
6971 1841405  5.0 3.778688706532121
6971 1632934  5.0 3.8690310617983235
6971 459145  5.0 4.017052404426137
6971 1389812  3.0 3.4459503926598773
6971 1011318  5.0 3.304083085854365
6971 1505332  5.0 3.7504258547193707
6971 1731121  4.0 3.879999118061909
6971 1484825  4.0 3.645245760589444
6971 787916  5.0 4.1223675398522674
6971 1911743  4.0 3.5328131950533517
6971 23354  5.0 4.474088049372945
6971 1811452  4.0 3.532455468963606
6971 2043681  2.0 3.432277120344481
6971 1962325  3.0 4.028671874053543
6971 1067999  5.0 4.543122569681627
6971 543572  5.0 4.47983682052044
6971 1204809  4.0 3.7377188579217466
6971 2202058  5.0 4.08362786384864
6971 1948883  3.0 3.6975907037833013
6971 2016855  3.0 4.349431103770403
6971 2461079  5.0 4.3273714172268525
6971 2098983  4.0 4.743984649795159
6971 1218400  3.0 3.1213361336669116
6971 2360300  4.0 3.9416935964869695
6971 1011531  5.0 4.12151383162568
6971 1473095  5.0 4.039264255255978
6971 638657  5.0 3.256874207888127
6971 145082  4.0 4.096712879533039
6971 2089287  4.0 3.899377527913785
6971 1675138  5.0 4.249734876818006
6971 1054433  4.0 3.015632417319807
6971 2090343  2.0 2.970265668807907
6971 2588605  5.0 4.376144020970628
6971 943265  2.0 3.764612396340322
6971 544690  5.0 4.520420331373657
6971 1726667  1.0 3.0042370435328523
6971 1649513  2.0 3.92347968588006
6971 778243  2.0 3.9485520996661085
6971 1628276  4.0 3.0116811414702984
6971 1459851  5.0 4.092772087205151
6971 1259643  4.0 4.281816659445402
6971 1022671  4.0 3.00294065734988
6971 2606835  5.0 4.650213368407556
6971 188190  5.0 3.9379848939972986
6971 1645555  4.0 3.8359502586434595
6971 2132649  3.0 3.5436101269767746
6971 1919060  4.0 3.854401423446046
6971 2513994  5.0 4.172279975158121
6971 2126081  5.0 3.984790479213438
6971 1187457  4.0 3.56789506437549
6971 1043309  2.0 3.88440315529149
6971 590429  4.0 3.9966751746087237
6971 1013474  5.0 4.371313085102557
6971 4597  5.0 3.4101878333331284
6971 1036836  5.0 4.386801139590182
6971 2195910  4.0 3.284347546842341
6971 86834  5.0 4.089330251351361
6971 258319  4.0 3.9350060637409294
6971 2102685  5.0 3.7643980716433814
6971 2416290  5.0 3.1094238439046475
6971 1861482  2.0 2.93281654236617
6971 954045  5.0 3.890883104168135
6971 1389127  5.0 4.1861810004661715
6971 796122  5.0 4.609854434336115
6971 1238641  3.0 4.681965204240965
6971 47236  5.0 4.698362518273202
6971 2976  4.0 3.9311874189909486
6971 269474  5.0 3.9463182685846596
6971 2174838  5.0 4.331793871043502
6971 2426088  3.0 2.336555021618507
6971 1520936  5.0 3.822528696711301
6971 1875549  4.0 3.8580990044233263
6971 1772362  5.0 3.975172216562984
6971 1339770  5.0 3.733326033111198
6971 753283  5.0 4.745966560735893
6971 2470313  5.0 4.0209191932547625
6971 876661  5.0 4.1342837898710965
6971 43193  4.0 4.195280102420123
6971 36581  5.0 4.3155860127036965
6971 1905715  4.0 3.174398170125033
6971 632448  3.0 3.7242051152725697
6971 2011405  5.0 3.9231270892622465
6971 794805  5.0 4.258311793975421
6971 1124963  3.0 3.860369267814551
6971 520704  5.0 4.607589241999763
6971 2426964  4.0 3.371736246676866
6971 776513  5.0 3.9870887845960015
6971 854460  4.0 3.8595250117827544
6971 706076  4.0 4.282813892118567
6971 812413  5.0 4.982278088739267
6971 2635599  5.0 3.5814355780617113
6971 61155  5.0 3.9324830256504866
6971 896114  3.0 4.033929508302386
6971 523779  5.0 3.776441650292376
6971 1275089  4.0 3.8678847035118156
6971 2476470  4.0 3.448271636999246
6971 17421  5.0 3.865328839143259
6971 1302968  5.0 3.731851054303288
6971 177806  5.0 3.9863052517810793
